,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
8,frozenset({15668379}),frozenset({15668381}),0.18458574181117535,0.20423892100192678,0.05510597302504817,0.2985386221294363,1.4617126875960138,1.0,0.017406380285193472,1.1344332048811818,0.38737491242217137,0.16512702078521937,0.11850252998832313,0.28417497144207665
9,frozenset({15668381}),frozenset({15668379}),0.20423892100192678,0.18458574181117535,0.05510597302504817,0.269811320754717,1.4617126875960136,1.0,0.017406380285193472,1.11671720113715,0.39694204100983754,0.16512702078521937,0.10451813674786888,0.28417497144207665
63,frozenset({15668468}),frozenset({15668688}),0.12639691714836224,0.1857418111753372,0.034296724470134876,0.27134146341463417,1.4608528995040988,1.0,0.010819532152019036,1.1174756733660645,0.3611117994875174,0.12343966712898752,0.10512593353571965,0.22799438315959925
62,frozenset({15668688}),frozenset({15668468}),0.1857418111753372,0.12639691714836224,0.034296724470134876,0.18464730290456433,1.4608528995040988,1.0,0.010819532152019036,1.0714419489427212,0.3874304067383824,0.12343966712898752,0.06667831982238395,0.22799438315959925
68,frozenset({15669764}),frozenset({15669878}),0.12023121387283237,0.17148362235067438,0.03005780346820809,0.25,1.4578651685393258,1.0,0.009440119393676144,1.104688503532434,0.3569864213753832,0.11487481590574374,0.09476744186046511,0.21264044943820223
69,frozenset({15669878}),frozenset({15669764}),0.17148362235067438,0.12023121387283237,0.03005780346820809,0.17528089887640447,1.4578651685393256,1.0,0.009440119393676144,1.0667496180561025,0.37906976744186044,0.11487481590574374,0.06257290082534805,0.21264044943820223
38,frozenset({15668688}),frozenset({15668381}),0.1857418111753372,0.20423892100192678,0.05279383429672447,0.2842323651452282,1.391666014248806,1.0,0.014858127197329977,1.1117589567451343,0.3456358102949762,0.15657142857142856,0.10052444917765965,0.271361465591482
39,frozenset({15668381}),frozenset({15668688}),0.20423892100192678,0.1857418111753372,0.05279383429672447,0.25849056603773585,1.391666014248806,1.0,0.014858127197329977,1.098109007829698,0.35366995988052524,0.15657142857142856,0.08934359624605986,0.271361465591482
48,frozenset({15668460}),frozenset({15668468}),0.18458574181117535,0.12639691714836224,0.03236994219653179,0.1753653444676409,1.3874178929680736,1.0,0.009038873482055676,1.059381966293505,0.342447565037357,0.11618257261410786,0.05605340489348396,0.21573145272162533
49,frozenset({15668468}),frozenset({15668460}),0.12639691714836224,0.18458574181117535,0.03236994219653179,0.25609756097560976,1.3874178929680736,1.0,0.009038873482055676,1.096130642155469,0.3196378683807002,0.11618257261410786,0.08769998616810365,0.21573145272162533
12,frozenset({15668379}),frozenset({15668462}),0.18458574181117535,0.1252408477842004,0.03121387283236994,0.16910229645093944,1.3502167978159625,1.0,0.008096198039062814,1.0527880249029347,0.31809377114985166,0.11203319502074686,0.05014117149347482,0.20916653284085432
13,frozenset({15668462}),frozenset({15668379}),0.1252408477842004,0.18458574181117535,0.03121387283236994,0.2492307692307692,1.3502167978159625,1.0,0.008096198039062814,1.086105057013803,0.296513841300919,0.11203319502074686,0.07927875527119378,0.20916653284085432
35,frozenset({15668478}),frozenset({15668381}),0.14258188824662812,0.20423892100192678,0.038535645472061654,0.2702702702702703,1.3233044365119837,1.0,0.009414874462153021,1.0904874045529152,0.2849438202247191,0.125,0.08297886263987961,0.22947475777664456
34,frozenset({15668381}),frozenset({15668478}),0.20423892100192678,0.14258188824662812,0.038535645472061654,0.18867924528301885,1.3233044365119837,1.0,0.009414874462153021,1.056817672626249,0.30702179176755445,0.125,0.0537629849480602,0.22947475777664456
10,frozenset({15668379}),frozenset({15668460}),0.18458574181117535,0.18458574181117535,0.04508670520231214,0.24425887265135698,1.323281366451506,1.0,0.01101480912233025,1.078959750476373,0.29960577125038357,0.13912009512485135,0.07318136792545905,0.24425887265135698
11,frozenset({15668460}),frozenset({15668379}),0.18458574181117535,0.18458574181117535,0.04508670520231214,0.24425887265135698,1.323281366451506,1.0,0.01101480912233025,1.078959750476373,0.29960577125038357,0.13912009512485135,0.07318136792545905,0.24425887265135698
6,frozenset({15668688}),frozenset({15668378}),0.1857418111753372,0.13641618497109825,0.03352601156069364,0.1804979253112033,1.3231415711372108,1.0,0.008187822290532037,1.0537908831491916,0.2999330907191932,0.11615487316421894,0.05104512100962631,0.21313031858780504
7,frozenset({15668378}),frozenset({15668688}),0.13641618497109825,0.1857418111753372,0.03352601156069364,0.2457627118644068,1.3231415711372108,1.0,0.008187822290532037,1.0795782728237102,0.2828017049039068,0.11615487316421894,0.07371236975302205,0.21313031858780504
44,frozenset({15668465}),frozenset({15668460}),0.12947976878612716,0.18458574181117535,0.03159922928709056,0.24404761904761907,1.3221368923352221,1.0,0.00769911011616381,1.0786582313049018,0.27988857577818804,0.11186903137789907,0.07292229273561979,0.20761879908539616
45,frozenset({15668460}),frozenset({15668465}),0.18458574181117535,0.12947976878612716,0.03159922928709056,0.17118997912317327,1.3221368923352221,1.0,0.00769911011616381,1.0503254175099372,0.29880354096546635,0.11186903137789907,0.04791411944428271,0.20761879908539616
17,frozenset({15668379}),frozenset({15668467}),0.18458574181117535,0.13448940269749518,0.03275529865125241,0.17745302713987474,1.3194573221431947,1.0,0.007930472488593375,1.0522324266697964,0.296919826531747,0.11440107671601615,0.04963962841851066,0.21050301786793163
16,frozenset({15668467}),frozenset({15668379}),0.13448940269749518,0.18458574181117535,0.03275529865125241,0.24355300859598855,1.3194573221431947,1.0,0.007930472488593375,1.0779529398026506,0.27973390602901893,0.11440107671601615,0.07231571706360598,0.21050301786793163
